,dteday,yr,mnth,hr,weekday,season,weathersit,cnt,registered,casual
421,2011-01-19,2011,January,14,Wednesday,,Clear,75,68,7
422,2011-01-19,2011,January,15,Wednesday,,Clear,82,78,4
423,2011-01-19,2011,January,16,Wednesday,,Clear,104,94,10
424,2011-01-19,2011,January,17,Wednesday,,Clear,197,190,7
425,2011-01-19,2011,January,18,Wednesday,,Clear,161,156,5
426,2011-01-19,2011,January,19,Wednesday,,Clear,112,108,4
427,2011-01-19,2011,January,20,Wednesday,,Clear,76,74,2
428,2011-01-19,2011,January,21,Wednesday,,Clear,59,55,4
429,2011-01-19,2011,January,22,Wednesday,,Clear,59,53,6
430,2011-01-19,2011,January,23,Wednesday,,Clear,28,27,1
431,2011-01-20,2011,January,0,Thursday,,Clear,13,8,5
432,2011-01-20,2011,January,1,Thursday,,Clear,5,3,2
433,2011-01-20,2011,January,2,Thursday,,Clear,2,2,0
434,2011-01-20,2011,January,3,Thursday,,Clear,1,1,0
435,2011-01-20,2011,January,4,Thursday,,Clear,1,1,0
436,2011-01-20,2011,January,5,Thursday,,Clear,6,6,0
437,2011-01-20,2011,January,6,Thursday,,Clear,35,35,0
438,2011-01-20,2011,January,7,Thursday,,Clear,101,100,1
439,2011-01-20,2011,January,8,Thursday,,Clear,249,247,2
440,2011-01-20,2011,January,9,Thursday,,Cloudy,143,140,3
441,2011-01-20,2011,January,10,Thursday,,Clear,57,56,1
442,2011-01-20,2011,January,11,Thursday,,Cloudy,68,63,5
443,2011-01-20,2011,January,12,Thursday,,Cloudy,84,77,7
444,2011-01-20,2011,January,13,Thursday,,Cloudy,98,86,12
445,2011-01-20,2011,January,14,Thursday,,Cloudy,81,75,6
446,2011-01-20,2011,January,15,Thursday,,Cloudy,70,62,8
447,2011-01-20,2011,January,16,Thursday,,Cloudy,91,83,8
448,2011-01-20,2011,January,17,Thursday,,Cloudy,215,207,8
449,2011-01-20,2011,January,18,Thursday,,Cloudy,185,184,1
450,2011-01-20,2011,January,19,Thursday,,Clear,152,146,6
451,2011-01-20,2011,January,20,Thursday,,Cloudy,126,124,2
452,2011-01-20,2011,January,21,Thursday,,Cloudy,57,54,3
453,2011-01-20,2011,January,22,Thursday,,Cloudy,56,56,0
454,2011-01-20,2011,January,23,Thursday,,Cloudy,31,28,3
455,2011-01-21,2011,January,0,Friday,,Cloudy,21,20,1
456,2011-01-21,2011,January,1,Friday,,Cloudy,6,6,0
457,2011-01-21,2011,January,2,Friday,,Light Snow/Rain,2,2,0
458,2011-01-21,2011,January,3,Friday,,Light Snow/Rain,1,1,0
459,2011-01-21,2011,January,4,Friday,,Cloudy,1,1,0
460,2011-01-21,2011,January,5,Friday,,Clear,5,4,1
461,2011-01-21,2011,January,6,Friday,,Clear,27,27,0
462,2011-01-21,2011,January,7,Friday,,Clear,68,66,2
463,2011-01-21,2011,January,8,Friday,,Clear,217,210,7
464,2011-01-21,2011,January,9,Friday,,Clear,166,159,7
465,2011-01-21,2011,January,10,Friday,,Clear,63,57,6
466,2011-01-21,2011,January,11,Friday,,Clear,59,53,6
467,2011-01-21,2011,January,12,Friday,,Clear,78,67,11
468,2011-01-21,2011,January,13,Friday,,Clear,73,65,8
469,2011-01-21,2011,January,14,Friday,,Clear,62,56,6
470,2011-01-21,2011,January,15,Friday,,Clear,65,61,4
471,2011-01-21,2011,January,16,Friday,,Clear,97,97,0
472,2011-01-21,2011,January,17,Friday,,Clear,161,151,10
473,2011-01-21,2011,January,18,Friday,,Clear,120,119,1
474,2011-01-21,2011,January,19,Friday,,Clear,96,93,3
475,2011-01-21,2011,January,20,Friday,,Clear,53,52,1
476,2011-01-21,2011,January,21,Friday,,Clear,41,41,0
477,2011-01-21,2011,January,22,Friday,,Clear,34,33,1
478,2011-01-21,2011,January,23,Friday,,Clear,27,27,0
479,2011-01-22,2011,January,0,Saturday,,Clear,13,13,0
480,2011-01-22,2011,January,1,Saturday,,Cloudy,12,9,3
481,2011-01-22,2011,January,2,Saturday,,Cloudy,11,11,0
482,2011-01-22,2011,January,3,Saturday,,Cloudy,7,6,1
483,2011-01-22,2011,January,4,Saturday,,Cloudy,3,3,0
484,2011-01-22,2011,January,6,Saturday,,Cloudy,2,2,0
485,2011-01-22,2011,January,7,Saturday,,Clear,8,8,0
486,2011-01-22,2011,January,8,Saturday,,Clear,27,26,1
487,2011-01-22,2011,January,9,Saturday,,Clear,40,37,3
488,2011-01-22,2011,January,10,Saturday,,Cloudy,53,50,3
489,2011-01-22,2011,January,11,Saturday,,Cloudy,63,59,4
490,2011-01-22,2011,January,12,Saturday,,Cloudy,70,60,10
491,2011-01-22,2011,January,13,Saturday,,Clear,84,72,12
492,2011-01-22,2011,January,14,Saturday,,Clear,75,64,11
493,2011-01-22,2011,January,15,Saturday,,Clear,103,93,10
494,2011-01-22,2011,January,16,Saturday,,Clear,83,72,11
495,2011-01-22,2011,January,17,Saturday,,Clear,67,59,8
496,2011-01-22,2011,January,18,Saturday,,Clear,54,54,0
497,2011-01-22,2011,January,19,Saturday,,Clear,59,53,6
498,2011-01-22,2011,January,20,Saturday,,Clear,45,44,1
499,2011-01-22,2011,January,21,Saturday,,Clear,39,39,0
500,2011-01-22,2011,January,22,Saturday,,Clear,30,23,7
501,2011-01-22,2011,January,23,Saturday,,Clear,33,31,2
502,2011-01-23,2011,January,0,Sunday,,Clear,22,20,2
503,2011-01-23,2011,January,1,Sunday,,Clear,13,12,1
504,2011-01-23,2011,January,2,Sunday,,Clear,18,15,3
505,2011-01-23,2011,January,3,Sunday,,Clear,5,4,1
506,2011-01-23,2011,January,5,Sunday,,Cloudy,3,3,0
507,2011-01-23,2011,January,6,Sunday,,Cloudy,1,1,0
508,2011-01-23,2011,January,7,Sunday,,Clear,2,1,1
509,2011-01-23,2011,January,8,Sunday,,Clear,19,17,2
510,2011-01-23,2011,January,9,Sunday,,Clear,28,25,3
511,2011-01-23,2011,January,10,Sunday,,Clear,58,51,7
512,2011-01-23,2011,January,11,Sunday,,Clear,99,77,22
513,2011-01-23,2011,January,12,Sunday,,Clear,116,92,24
514,2011-01-23,2011,January,13,Sunday,,Clear,87,75,12
515,2011-01-23,2011,January,14,Sunday,,Clear,110,93,17
516,2011-01-23,2011,January,15,Sunday,,Clear,77,64,13
517,2011-01-23,2011,January,16,Sunday,,Clear,65,56,9
518,2011-01-23,2011,January,17,Sunday,,Clear,55,50,5
519,2011-01-23,2011,January,18,Sunday,,Clear,49,44,5
520,2011-01-23,2011,January,19,Sunday,,Clear,50,45,5
521,2011-01-23,2011,January,20,Sunday,,Clear,35,31,4
522,2011-01-23,2011,January,21,Sunday,,Clear,25,20,5
523,2011-01-23,2011,January,22,Sunday,,Clear,28,23,5
524,2011-01-23,2011,January,23,Sunday,,Clear,21,17,4
525,2011-01-24,2011,January,0,Monday,,Clear,7,7,0
526,2011-01-24,2011,January,1,Monday,,Clear,1,1,0
527,2011-01-24,2011,January,3,Monday,,Clear,1,1,0
528,2011-01-24,2011,January,4,Monday,,Clear,1,1,0
529,2011-01-24,2011,January,5,Monday,,Clear,5,5,0
530,2011-01-24,2011,January,6,Monday,,Clear,15,15,0
531,2011-01-24,2011,January,7,Monday,,Clear,84,79,5
532,2011-01-24,2011,January,8,Monday,,Clear,177,171,6
533,2011-01-24,2011,January,9,Monday,,Clear,102,98,4
534,2011-01-24,2011,January,10,Monday,,Clear,40,34,6
535,2011-01-24,2011,January,11,Monday,,Clear,46,43,3
536,2011-01-24,2011,January,12,Monday,,Cloudy,63,52,11
537,2011-01-24,2011,January,13,Monday,,Cloudy,60,54,6
538,2011-01-24,2011,January,14,Monday,,Cloudy,45,43,2
539,2011-01-24,2011,January,15,Monday,,Clear,57,50,7
540,2011-01-24,2011,January,16,Monday,,Clear,70,66,4
541,2011-01-24,2011,January,17,Monday,,Clear,184,178,6
542,2011-01-24,2011,January,18,Monday,,Clear,153,145,8
543,2011-01-24,2011,January,19,Monday,,Clear,106,101,5
544,2011-01-24,2011,January,20,Monday,,Clear,81,80,1
545,2011-01-24,2011,January,21,Monday,,Clear,59,53,6
546,2011-01-24,2011,January,22,Monday,,Cloudy,35,32,3
547,2011-01-24,2011,January,23,Monday,,Cloudy,24,21,3
548,2011-01-25,2011,January,0,Tuesday,,Cloudy,9,6,3
549,2011-01-25,2011,January,1,Tuesday,,Cloudy,5,5,0
550,2011-01-25,2011,January,2,Tuesday,,Clear,2,2,0
551,2011-01-25,2011,January,4,Tuesday,,Clear,1,1,0
552,2011-01-25,2011,January,5,Tuesday,,Clear,9,9,0
553,2011-01-25,2011,January,6,Tuesday,,Clear,36,35,1
554,2011-01-25,2011,January,7,Tuesday,,Clear,108,103,5
555,2011-01-25,2011,January,8,Tuesday,,Cloudy,238,233,5
556,2011-01-25,2011,January,9,Tuesday,,Cloudy,144,134,10
557,2011-01-25,2011,January,10,Tuesday,,Cloudy,55,49,6
558,2011-01-25,2011,January,11,Tuesday,,Cloudy,61,55,6
559,2011-01-25,2011,January,12,Tuesday,,Cloudy,106,85,21
560,2011-01-25,2011,January,13,Tuesday,,Cloudy,93,72,21
561,2011-01-25,2011,January,14,Tuesday,,Cloudy,68,57,11
562,2011-01-25,2011,January,15,Tuesday,,Cloudy,84,63,21
563,2011-01-25,2011,January,16,Tuesday,,Cloudy,116,102,14
564,2011-01-25,2011,January,17,Tuesday,,Clear,222,208,14
565,2011-01-25,2011,January,18,Tuesday,,Cloudy,225,218,7
566,2011-01-25,2011,January,19,Tuesday,,Cloudy,146,133,13
567,2011-01-25,2011,January,20,Tuesday,,Clear,119,103,16
568,2011-01-25,2011,January,21,Tuesday,,Clear,45,40,5
569,2011-01-25,2011,January,22,Tuesday,,Clear,53,49,4
570,2011-01-25,2011,January,23,Tuesday,,Cloudy,40,37,3
571,2011-01-26,2011,January,0,Wednesday,,Cloudy,17,14,3
572,2011-01-26,2011,January,1,Wednesday,,Cloudy,5,5,0
573,2011-01-26,2011,January,2,Wednesday,,Light Snow/Rain,10,7,3
574,2011-01-26,2011,January,5,Wednesday,,Light Snow/Rain,1,1,0
575,2011-01-26,2011,January,6,Wednesday,,Light Snow/Rain,8,8,0
576,2011-01-26,2011,January,7,Wednesday,,Light Snow/Rain,30,29,1
577,2011-01-26,2011,January,8,Wednesday,,Light Snow/Rain,72,69,3
578,2011-01-26,2011,January,9,Wednesday,,Light Snow/Rain,58,55,3
579,2011-01-26,2011,January,10,Wednesday,,Light Snow/Rain,28,26,2
580,2011-01-26,2011,January,11,Wednesday,,Light Snow/Rain,41,35,6
581,2011-01-26,2011,January,12,Wednesday,,Light Snow/Rain,48,41,7
582,2011-01-26,2011,January,13,Wednesday,,Light Snow/Rain,47,43,4
583,2011-01-26,2011,January,14,Wednesday,,Light Snow/Rain,36,36,0
584,2011-01-26,2011,January,15,Wednesday,,Light Snow/Rain,43,42,1
585,2011-01-26,2011,January,16,Wednesday,,Heavy Rain/Ice Pallets,36,35,1
586,2011-01-26,2011,January,17,Wednesday,,Light Snow/Rain,26,26,0
587,2011-01-27,2011,January,16,Thursday,,Clear,24,23,1
588,2011-01-27,2011,January,17,Thursday,,Clear,84,82,2
589,2011-01-27,2011,January,18,Thursday,,Clear,104,101,3
590,2011-01-27,2011,January,19,Thursday,,Clear,79,76,3
591,2011-01-27,2011,January,20,Thursday,,Clear,59,55,4
592,2011-01-27,2011,January,21,Thursday,,Clear,38,36,2
593,2011-01-27,2011,January,22,Thursday,,Clear,27,27,0
594,2011-01-27,2011,January,23,Thursday,,Clear,16,16,0
595,2011-01-28,2011,January,0,Friday,,Cloudy,9,9,0
596,2011-01-28,2011,January,1,Friday,,Cloudy,3,2,1
597,2011-01-28,2011,January,2,Friday,,Cloudy,2,2,0
598,2011-01-28,2011,January,3,Friday,,Cloudy,1,0,1
599,2011-01-28,2011,January,5,Friday,,Cloudy,4,4,0
600,2011-01-28,2011,January,6,Friday,,Cloudy,16,16,0
601,2011-01-28,2011,January,7,Friday,,Cloudy,60,58,2
602,2011-01-28,2011,January,8,Friday,,Cloudy,157,155,2
603,2011-01-28,2011,January,9,Friday,,Light Snow/Rain,101,95,6
604,2011-01-28,2011,January,10,Friday,,Light Snow/Rain,49,49,0
605,2011-01-28,2011,January,11,Friday,,Light Snow/Rain,30,30,0
606,2011-01-28,2011,January,12,Friday,,Light Snow/Rain,29,28,1
607,2011-01-28,2011,January,13,Friday,,Light Snow/Rain,31,31,0
608,2011-01-28,2011,January,14,Friday,,Light Snow/Rain,38,36,2
609,2011-01-28,2011,January,15,Friday,,Cloudy,41,40,1
610,2011-01-28,2011,January,16,Friday,,Clear,80,70,10
611,2011-01-28,2011,January,17,Friday,,Clear,149,147,2
612,2011-01-28,2011,January,18,Friday,,Clear,109,107,2
613,2011-01-28,2011,January,19,Friday,,Cloudy,89,84,5
614,2011-01-28,2011,January,20,Friday,,Cloudy,62,61,1
615,2011-01-28,2011,January,21,Friday,,Cloudy,58,57,1
616,2011-01-28,2011,January,22,Friday,,Clear,26,26,0
617,2011-01-28,2011,January,23,Friday,,Clear,23,22,1
618,2011-01-29,2011,January,0,Saturday,,Clear,28,26,2
619,2011-01-29,2011,January,1,Saturday,,Clear,20,20,0
620,2011-01-29,2011,January,2,Saturday,,Clear,15,15,0
621,2011-01-29,2011,January,3,Saturday,,Clear,8,5,3
622,2011-01-29,2011,January,4,Saturday,,Clear,3,2,1
623,2011-01-29,2011,January,6,Saturday,,Clear,2,2,0
624,2011-01-29,2011,January,7,Saturday,,Clear,5,4,1
625,2011-01-29,2011,January,8,Saturday,,Clear,34,31,3
626,2011-01-29,2011,January,9,Saturday,,Clear,34,34,0
627,2011-01-29,2011,January,10,Saturday,,Cloudy,55,51,4
628,2011-01-29,2011,January,11,Saturday,,Cloudy,64,60,4
629,2011-01-29,2011,January,12,Saturday,,Cloudy,78,66,12
630,2011-01-29,2011,January,13,Saturday,,Cloudy,65,56,9
631,2011-01-29,2011,January,14,Saturday,,Cloudy,99,89,10
632,2011-01-29,2011,January,15,Saturday,,Clear,120,98,22
633,2011-01-29,2011,January,16,Saturday,,Clear,107,88,19
634,2011-01-29,2011,January,17,Saturday,,Clear,91,82,9
635,2011-01-29,2011,January,18,Saturday,,Clear,68,59,9
636,2011-01-29,2011,January,19,Saturday,,Cloudy,58,52,6
637,2011-01-29,2011,January,20,Saturday,,Clear,43,42,1
638,2011-01-29,2011,January,21,Saturday,,Clear,36,35,1
639,2011-01-29,2011,January,22,Saturday,,Clear,32,28,4
640,2011-01-29,2011,January,23,Saturday,,Clear,33,30,3
641,2011-01-30,2011,January,0,Sunday,,Clear,33,33,0
642,2011-01-30,2011,January,1,Sunday,,Clear,29,22,7
643,2011-01-30,2011,January,2,Sunday,,Clear,11,10,1
644,2011-01-30,2011,January,3,Sunday,,Clear,8,7,1
645,2011-01-30,2011,January,4,Sunday,,Clear,1,1,0
646,2011-01-30,2011,January,5,Sunday,,Clear,3,3,0
647,2011-01-30,2011,January,7,Sunday,,Clear,3,3,0
648,2011-01-30,2011,January,8,Sunday,,Cloudy,12,11,1
649,2011-01-30,2011,January,9,Sunday,,Cloudy,38,34,4
650,2011-01-30,2011,January,10,Sunday,,Cloudy,64,57,7
651,2011-01-30,2011,January,11,Sunday,,Clear,59,50,9
652,2011-01-30,2011,January,12,Sunday,,Clear,97,87,10
653,2011-01-30,2011,January,13,Sunday,,Clear,84,71,13
654,2011-01-30,2011,January,14,Sunday,,Clear,122,104,18
655,2011-01-30,2011,January,15,Sunday,,Clear,109,95,14
656,2011-01-30,2011,January,16,Sunday,,Clear,123,104,19
657,2011-01-30,2011,January,17,Sunday,,Clear,77,71,6
658,2011-01-30,2011,January,18,Sunday,,Clear,65,57,8
659,2011-01-30,2011,January,19,Sunday,,Clear,55,46,9
660,2011-01-30,2011,January,20,Sunday,,Cloudy,33,30,3
661,2011-01-30,2011,January,21,Sunday,,Cloudy,28,25,3
662,2011-01-30,2011,January,22,Sunday,,Cloudy,21,19,2
663,2011-01-30,2011,January,23,Sunday,,Cloudy,21,16,5
664,2011-01-31,2011,January,0,Monday,,Cloudy,7,6,1
665,2011-01-31,2011,January,1,Monday,,Clear,7,5,2
666,2011-01-31,2011,January,2,Monday,,Clear,1,1,0
667,2011-01-31,2011,January,3,Monday,,Clear,2,2,0
668,2011-01-31,2011,January,4,Monday,,Clear,2,2,0
669,2011-01-31,2011,January,5,Monday,,Clear,8,8,0
670,2011-01-31,2011,January,6,Monday,,Clear,37,37,0
671,2011-01-31,2011,January,7,Monday,,Cloudy,72,71,1
672,2011-01-31,2011,January,8,Monday,,Cloudy,185,182,3
673,2011-01-31,2011,January,9,Monday,,Cloudy,112,112,0
674,2011-01-31,2011,January,10,Monday,,Cloudy,69,68,1
675,2011-01-31,2011,January,11,Monday,,Cloudy,48,46,2
676,2011-01-31,2011,January,12,Monday,,Cloudy,68,62,6
677,2011-01-31,2011,January,13,Monday,,Cloudy,54,52,2
678,2011-01-31,2011,January,14,Monday,,Cloudy,86,85,1
679,2011-01-31,2011,January,15,Monday,,Cloudy,44,41,3
680,2011-01-31,2011,January,16,Monday,,Cloudy,86,83,3
681,2011-01-31,2011,January,17,Monday,,Cloudy,161,155,6
682,2011-01-31,2011,January,18,Monday,,Cloudy,156,153,3
683,2011-01-31,2011,January,19,Monday,,Clear,111,108,3
684,2011-01-31,2011,January,20,Monday,,Light Snow/Rain,78,78,0
685,2011-01-31,2011,January,21,Monday,,Light Snow/Rain,56,53,3
686,2011-01-31,2011,January,22,Monday,,Cloudy,34,34,0
687,2011-01-31,2011,January,23,Monday,,Cloudy,17,15,2
688,2011-02-01,2011,February,0,Tuesday,,Cloudy,8,6,2
689,2011-02-01,2011,February,1,Tuesday,,Cloudy,3,3,0
690,2011-02-01,2011,February,2,Tuesday,,Cloudy,2,2,0
691,2011-02-01,2011,February,3,Tuesday,,Cloudy,2,2,0
692,2011-02-01,2011,February,5,Tuesday,,Light Snow/Rain,3,3,0
693,2011-02-01,2011,February,6,Tuesday,,Light Snow/Rain,22,22,0
694,2011-02-01,2011,February,7,Tuesday,,Light Snow/Rain,52,52,0
695,2011-02-01,2011,February,8,Tuesday,,Light Snow/Rain,135,132,3
696,2011-02-01,2011,February,9,Tuesday,,Cloudy,116,114,2
697,2011-02-01,2011,February,10,Tuesday,,Cloudy,47,47,0
698,2011-02-01,2011,February,11,Tuesday,,Cloudy,51,49,2
699,2011-02-01,2011,February,12,Tuesday,,Cloudy,55,53,2
700,2011-02-01,2011,February,13,Tuesday,,Cloudy,52,49,3
701,2011-02-01,2011,February,14,Tuesday,,Cloudy,54,49,5
702,2011-02-01,2011,February,15,Tuesday,,Cloudy,52,45,7
703,2011-02-01,2011,February,16,Tuesday,,Cloudy,64,61,3
704,2011-02-01,2011,February,17,Tuesday,,Cloudy,176,172,4
705,2011-02-01,2011,February,18,Tuesday,,Cloudy,168,165,3
706,2011-02-01,2011,February,19,Tuesday,,Cloudy,108,105,3
707,2011-02-01,2011,February,20,Tuesday,,Cloudy,74,69,5
708,2011-02-01,2011,February,21,Tuesday,,Cloudy,64,64,0
709,2011-02-01,2011,February,22,Tuesday,,Cloudy,36,34,2
710,2011-02-01,2011,February,23,Tuesday,,Light Snow/Rain,16,15,1
711,2011-02-02,2011,February,0,Wednesday,,Light Snow/Rain,2,2,0
712,2011-02-02,2011,February,1,Wednesday,,Light Snow/Rain,3,3,0
713,2011-02-02,2011,February,2,Wednesday,,Light Snow/Rain,4,0,4
714,2011-02-02,2011,February,3,Wednesday,,Light Snow/Rain,1,1,0
715,2011-02-02,2011,February,4,Wednesday,,Light Snow/Rain,1,1,0
716,2011-02-02,2011,February,5,Wednesday,,Light Snow/Rain,3,3,0
717,2011-02-02,2011,February,6,Wednesday,,Light Snow/Rain,18,17,1
718,2011-02-02,2011,February,7,Wednesday,,Light Snow/Rain,49,48,1
719,2011-02-02,2011,February,8,Wednesday,,Light Snow/Rain,155,154,1
720,2011-02-02,2011,February,9,Wednesday,,Cloudy,123,119,4
721,2011-02-02,2011,February,10,Wednesday,,Cloudy,61,59,2
722,2011-02-02,2011,February,11,Wednesday,,Cloudy,52,47,5
723,2011-02-02,2011,February,12,Wednesday,,Cloudy,64,61,3
724,2011-02-02,2011,February,13,Wednesday,,Clear,75,74,1
725,2011-02-02,2011,February,14,Wednesday,,Clear,63,61,2
726,2011-02-02,2011,February,15,Wednesday,,Clear,76,66,10
727,2011-02-02,2011,February,16,Wednesday,,Clear,103,95,8
728,2011-02-02,2011,February,17,Wednesday,,Clear,190,183,7
729,2011-02-02,2011,February,18,Wednesday,,Clear,182,175,7
730,2011-02-02,2011,February,19,Wednesday,,Clear,91,88,3
731,2011-02-02,2011,February,20,Wednesday,,Clear,75,71,4
732,2011-02-02,2011,February,21,Wednesday,,Clear,63,62,1
733,2011-02-02,2011,February,22,Wednesday,,Clear,40,35,5
734,2011-02-02,2011,February,23,Wednesday,,Clear,32,29,3
735,2011-02-03,2011,February,0,Thursday,,Clear,12,11,1
736,2011-02-03,2011,February,1,Thursday,,Clear,5,5,0
737,2011-02-03,2011,February,2,Thursday,,Clear,2,2,0
738,2011-02-03,2011,February,3,Thursday,,Clear,1,1,0
739,2011-02-03,2011,February,5,Thursday,,Clear,2,2,0
740,2011-02-03,2011,February,6,Thursday,,Clear,39,39,0
741,2011-02-03,2011,February,7,Thursday,,Clear,87,86,1
742,2011-02-03,2011,February,8,Thursday,,Clear,188,184,4
743,2011-02-03,2011,February,9,Thursday,,Clear,133,127,6
744,2011-02-03,2011,February,10,Thursday,,Clear,52,50,2
745,2011-02-03,2011,February,11,Thursday,,Clear,64,55,9
746,2011-02-03,2011,February,12,Thursday,,Clear,69,67,2
747,2011-02-03,2011,February,13,Thursday,,Clear,51,47,4
748,2011-02-03,2011,February,14,Thursday,,Clear,47,43,4
749,2011-02-03,2011,February,15,Thursday,,Clear,60,56,4
750,2011-02-03,2011,February,16,Thursday,,Clear,78,73,5
751,2011-02-03,2011,February,17,Thursday,,Clear,175,170,5
752,2011-02-03,2011,February,18,Thursday,,Clear,147,145,2
753,2011-02-03,2011,February,19,Thursday,,Clear,96,92,4
754,2011-02-03,2011,February,20,Thursday,,Clear,109,108,1
755,2011-02-03,2011,February,21,Thursday,,Clear,54,53,1
756,2011-02-03,2011,February,22,Thursday,,Clear,41,39,2
757,2011-02-03,2011,February,23,Thursday,,Clear,38,34,4
758,2011-02-04,2011,February,0,Friday,,Cloudy,13,10,3
759,2011-02-04,2011,February,1,Friday,,Cloudy,7,7,0
760,2011-02-04,2011,February,2,Friday,,Cloudy,1,1,0
761,2011-02-04,2011,February,3,Friday,,Cloudy,1,1,0
762,2011-02-04,2011,February,5,Friday,,Cloudy,7,7,0
763,2011-02-04,2011,February,6,Friday,,Cloudy,28,26,2
764,2011-02-04,2011,February,7,Friday,,Clear,87,87,0
765,2011-02-04,2011,February,8,Friday,,Clear,220,217,3
766,2011-02-04,2011,February,9,Friday,,Cloudy,127,124,3
767,2011-02-04,2011,February,10,Friday,,Cloudy,51,46,5
768,2011-02-04,2011,February,11,Friday,,Clear,64,61,3
769,2011-02-04,2011,February,12,Friday,,Cloudy,86,78,8
770,2011-02-04,2011,February,13,Friday,,Cloudy,82,73,9
771,2011-02-04,2011,February,14,Friday,,Cloudy,91,76,15
772,2011-02-04,2011,February,15,Friday,,Cloudy,90,81,9
773,2011-02-04,2011,February,16,Friday,,Cloudy,99,91,8
774,2011-02-04,2011,February,17,Friday,,Cloudy,205,195,10
775,2011-02-04,2011,February,18,Friday,,Cloudy,155,152,3
776,2011-02-04,2011,February,19,Friday,,Cloudy,103,102,1
777,2011-02-04,2011,February,20,Friday,,Cloudy,71,69,2
778,2011-02-04,2011,February,21,Friday,,Cloudy,43,41,2
779,2011-02-04,2011,February,22,Friday,,Cloudy,46,45,1
780,2011-02-04,2011,February,23,Friday,,Cloudy,31,30,1
781,2011-02-05,2011,February,0,Saturday,,Cloudy,39,36,3
782,2011-02-05,2011,February,1,Saturday,,Cloudy,18,17,1
783,2011-02-05,2011,February,2,Saturday,,Cloudy,17,12,5
784,2011-02-05,2011,February,3,Saturday,,Cloudy,11,10,1
785,2011-02-05,2011,February,4,Saturday,,Light Snow/Rain,8,8,0
786,2011-02-05,2011,February,5,Saturday,,Light Snow/Rain,9,9,0
787,2011-02-05,2011,February,6,Saturday,,Light Snow/Rain,4,4,0
788,2011-02-05,2011,February,7,Saturday,,Light Snow/Rain,4,4,0
789,2011-02-05,2011,February,8,Saturday,,Light Snow/Rain,10,10,0
790,2011-02-05,2011,February,9,Saturday,,Light Snow/Rain,20,17,3
791,2011-02-05,2011,February,10,Saturday,,Light Snow/Rain,34,31,3
792,2011-02-05,2011,February,11,Saturday,,Light Snow/Rain,47,46,1
793,2011-02-05,2011,February,12,Saturday,,Light Snow/Rain,52,42,10
794,2011-02-05,2011,February,13,Saturday,,Light Snow/Rain,72,62,10
795,2011-02-05,2011,February,14,Saturday,,Light Snow/Rain,55,50,5
796,2011-02-05,2011,February,15,Saturday,,Light Snow/Rain,60,49,11
797,2011-02-05,2011,February,16,Saturday,,Light Snow/Rain,71,63,8
798,2011-02-05,2011,February,17,Saturday,,Cloudy,78,64,14
799,2011-02-05,2011,February,18,Saturday,,Cloudy,83,81,2
800,2011-02-05,2011,February,19,Saturday,,Cloudy,84,78,6
801,2011-02-05,2011,February,20,Saturday,,Clear,69,64,5
802,2011-02-05,2011,February,21,Saturday,,Clear,56,53,3
803,2011-02-05,2011,February,22,Saturday,,Clear,45,43,2
804,2011-02-05,2011,February,23,Saturday,,Clear,59,52,7
805,2011-02-06,2011,February,0,Sunday,,Clear,39,37,2
806,2011-02-06,2011,February,1,Sunday,,Clear,44,40,4
807,2011-02-06,2011,February,2,Sunday,,Clear,20,20,0
808,2011-02-06,2011,February,3,Sunday,,Clear,13,10,3
809,2011-02-06,2011,February,4,Sunday,,Clear,2,2,0
810,2011-02-06,2011,February,5,Sunday,,Clear,1,1,0
811,2011-02-06,2011,February,6,Sunday,,Clear,1,1,0
812,2011-02-06,2011,February,7,Sunday,,Clear,8,8,0
813,2011-02-06,2011,February,8,Sunday,,Clear,23,21,2
814,2011-02-06,2011,February,9,Sunday,,Clear,45,38,7
815,2011-02-06,2011,February,10,Sunday,,Clear,89,74,15
816,2011-02-06,2011,February,11,Sunday,,Clear,117,89,28
